time_stamp, event, event_ts, time_spent_disconnected, time_spent_connected,
2017-03-26 21:39:57,Currently connected,Sun 26 Mar 21:39,None,None,
2017-03-26 21:42:50,Disconnected,Sun 26 Mar 21:40,None,0:00:20,
