time_stamp, event, event_ts, time_spent_disconnected, time_spent_connected,
2017-03-26 21:54:18,Currently disconnected,Sun 26 Mar 21:54,None,None,
2017-03-26 21:55:02,Currently connected,Sun 26 Mar 21:55,None,None,
