time_stamp, is_connected, connect_time, disconnect_time, time_spent_connected,
2017-01-26 21:22,True,2017-01-26 21:22,None,None,
2017-01-26 21:22,True,2017-01-26 21:22,None,None,
2017-01-26 21:22,True,2017-01-26 21:22,None,None,
2017-01-26 21:22,True,2017-01-26 21:22,None,None,
2017-01-26 21:22,True,2017-01-26 21:22,None,None,
2017-01-26 21:22,True,2017-01-26 21:22,None,None,
2017-01-26 21:22,True,2017-01-26 21:22,None,None,
2017-01-26 21:22,True,2017-01-26 21:22,None,None,
2017-01-26 21:22,True,2017-01-26 21:22,None,None,
2017-01-26 21:22,True,2017-01-26 21:22,None,None,
2017-01-26 21:22,True,2017-01-26 21:22,None,None,
2017-01-26 21:22,True,2017-01-26 21:22,None,None,
2017-01-26 21:22,True,2017-01-26 21:22,None,None,
2017-01-26 21:22,True,2017-01-26 21:22,None,None,
2017-01-26 21:22,True,2017-01-26 21:22,None,None,
2017-01-26 21:22,True,2017-01-26 21:22,None,None,
2017-01-26 21:23,True,2017-01-26 21:22,None,None,
2017-01-26 21:23,True,2017-01-26 21:22,None,None,
2017-01-26 21:23,True,2017-01-26 21:22,None,None,
2017-01-26 21:23,True,2017-01-26 21:22,None,None,
2017-01-26 21:23,True,2017-01-26 21:22,None,None,
2017-01-26 21:23,True,2017-01-26 21:22,None,None,
